Angle,Intensity
"-70.20","4.56"
"-70.00","4.49"
"-69.80","4.68"
"-69.60","5.05"
"-69.40","5.05"
"-69.20","4.73"
"-69.00","4.87"
"-68.80","4.60"
"-68.60","4.63"
"-68.40","4.63"
"-68.20","4.79"
"-68.00","4.79"
"-67.80","4.66"
"-67.60","4.72"
"-67.40","4.72"
"-67.20","5.20"
"-67.00","5.05"
"-66.80","5.43"
"-66.60","4.90"
"-66.40","4.90"
"-66.20","5.18"
"-66.00","5.43"
"-65.80","5.82"
"-65.60","6.66"
"-65.40","6.66"
"-65.20","7.70"
"-65.00","8.98"
"-64.80","10.53"
"-64.60","10.58"
"-64.40","10.58"
"-64.20","10.54"
"-64.00","9.50"
"-63.80","8.20"
"-63.60","7.18"
"-63.40","7.18"
"-63.20","6.81"
"-63.00","5.73"
"-62.80","5.65"
"-62.60","5.71"
"-62.40","5.71"
"-62.20","5.37"
"-62.00","5.42"
"-61.80","5.76"
"-61.60","5.92"
"-61.40","5.92"
"-61.20","5.49"
"-61.00","5.77"
"-60.80","5.56"
"-60.60","5.61"
"-60.40","5.61"
"-60.20","5.62"
"-60.00","5.67"
"-59.80","5.65"
"-59.60","5.39"
"-59.40","5.39"
"-59.20","5.58"
"-59.00","5.56"
"-58.80","5.15"
"-58.60","5.36"
"-58.40","5.36"
"-58.20","5.38"
"-58.00","5.31"
"-57.80","4.92"
"-57.60","5.04"
"-57.40","5.04"
"-57.20","5.50"
"-57.00","5.36"
"-56.80","5.53"
"-56.60","5.64"
"-56.40","5.64"
"-56.20","5.82"
"-56.00","6.03"
"-55.80","5.43"
"-55.60","5.82"
"-55.40","5.82"
"-55.20","5.96"
"-55.00","5.83"
"-54.80","5.81"
"-54.60","6.28"
"-54.40","6.28"
"-54.20","5.97"
"-54.00","5.87"
"-53.80","6.38"
"-53.60","6.46"
"-53.40","6.46"
"-53.20","6.64"
"-53.00","6.72"
"-52.80","6.72"
"-52.60","8.19"
"-52.40","8.19"
"-52.20","11.14"
"-52.00","15.83"
"-51.80","20.59"
"-51.60","26.04"
"-51.40","26.04"
"-51.20","27.56"
"-51.00","25.82"
"-50.80","21.97"
"-50.60","18.07"
"-50.40","18.07"
"-50.20","13.88"
"-50.00","10.11"
"-49.80","8.38"
"-49.60","7.07"
"-49.40","7.07"
"-49.20","5.94"
"-49.00","6.24"
"-48.80","5.33"
"-48.60","5.72"
"-48.40","5.72"
"-48.20","5.98"
"-48.00","5.08"
"-47.80","5.43"
"-47.60","5.69"
"-47.40","5.69"
"-47.20","5.58"
"-47.00","5.78"
"-46.80","5.67"
"-46.60","5.55"
"-46.40","5.55"
"-46.20","5.31"
"-46.00","5.68"
"-45.80","5.70"
"-45.60","5.71"
"-45.40","5.71"
"-45.20","5.96"
"-45.00","5.81"
"-44.80","5.92"
"-44.60","5.70"
"-44.40","5.70"
"-44.20","6.26"
"-44.00","6.05"
"-43.80","6.19"
"-43.60","5.82"
"-43.40","5.82"
"-43.20","5.84"
"-43.00","6.13"
"-42.80","6.36"
"-42.60","6.37"
"-42.40","6.37"
"-42.20","6.04"
"-42.00","6.44"
"-41.80","6.25"
"-41.60","6.84"
"-41.40","6.84"
"-41.20","6.98"
"-41.00","6.94"
"-40.80","6.92"
"-40.60","7.29"
"-40.40","7.29"
"-40.20","7.21"
"-40.00","7.22"
"-39.80","7.51"
"-39.60","7.62"
"-39.40","7.62"
"-39.20","7.52"
"-39.00","7.46"
"-38.80","8.07"
"-38.60","8.13"
"-38.40","8.13"
"-38.20","8.43"
"-38.00","8.06"
"-37.80","8.86"
"-37.60","8.45"
"-37.40","8.45"
"-37.20","8.76"
"-37.00","8.70"
"-36.80","9.69"
"-36.60","11.38"
"-36.40","11.38"
"-36.20","16.63"
"-36.00","26.01"
"-35.80","38.18"
"-35.60","48.19"
"-35.40","48.19"
"-35.20","52.67"
"-35.00","47.06"
"-34.80","35.96"
"-34.60","24.91"
"-34.40","24.91"
"-34.20","18.46"
"-34.00","13.83"
"-33.80","10.44"
"-33.60","7.62"
"-33.40","7.62"
"-33.20","6.47"
"-33.00","6.90"
"-32.80","6.18"
"-32.60","6.73"
"-32.40","6.73"
"-32.20","6.64"
"-32.00","6.82"
"-31.80","7.06"
"-31.60","7.43"
"-31.40","7.43"
"-31.20","7.83"
"-31.00","8.68"
"-30.80","9.72"
"-30.60","10.55"
"-30.40","10.55"
"-30.20","10.55"
"-30.00","9.80"
"-29.80","9.11"
"-29.60","8.33"
"-29.40","8.33"
"-29.20","7.94"
"-29.00","7.32"
"-28.80","6.98"
"-28.60","6.59"
"-28.40","6.59"
"-28.20","6.86"
"-28.00","6.96"
"-27.80","6.95"
"-27.60","6.86"
"-27.40","6.86"
"-27.20","7.23"
"-27.00","7.05"
"-26.80","7.15"
"-26.60","7.12"
"-26.40","7.12"
"-26.20","7.07"
"-26.00","7.31"
"-25.80","7.62"
"-25.60","8.08"
"-25.40","8.08"
"-25.20","7.75"
"-25.00","7.56"
"-24.80","7.46"
"-24.60","7.73"
"-24.40","7.73"
"-24.20","8.23"
"-24.00","7.83"
"-23.80","7.82"
"-23.60","7.88"
"-23.40","7.88"
"-23.20","7.85"
"-23.00","8.27"
"-22.80","8.86"
"-22.60","8.64"
"-22.40","8.64"
"-22.20","8.38"
"-22.00","8.12"
"-21.80","8.69"
"-21.60","8.44"
"-21.40","8.44"
"-21.20","8.39"
"-21.00","8.23"
"-20.80","8.70"
"-20.60","8.34"
"-20.40","8.34"
"-20.20","8.03"
"-20.00","8.39"
"-19.80","9.13"
"-19.60","8.65"
"-19.40","8.65"
"-19.20","8.68"
"-19.00","8.38"
"-18.80","8.51"
"-18.60","8.87"
"-18.40","8.87"
"-18.20","8.84"
"-18.00","8.98"
"-17.80","9.78"
"-17.60","8.86"
"-17.40","8.86"
"-17.20","8.82"
"-17.00","8.98"
"-16.80","8.90"
"-16.60","8.62"
"-16.40","8.62"
"-16.20","8.41"
"-16.00","8.27"
"-15.80","8.63"
"-15.60","8.08"
"-15.40","8.08"
"-15.20","8.15"
"-15.00","7.74"
"-14.80","7.65"
"-14.60","7.44"
"-14.40","7.44"
"-14.20","7.09"
"-14.00","7.17"
"-13.80","7.06"
"-13.60","7.34"
"-13.40","7.34"
"-13.20","7.10"
"-13.00","6.82"
"-12.80","6.87"
"-12.60","6.66"
"-12.40","6.66"
"-12.20","6.66"
"-12.00","6.45"
"-11.80","6.75"
"-11.60","6.14"
"-11.40","6.14"
"-11.20","6.22"
"-11.00","5.84"
"-10.80","5.49"
"-10.60","5.71"
"-10.40","5.71"
"-10.20","4.99"
"-10.00","4.98"
"-9.80","4.75"
"-9.60","4.36"
"-9.40","4.36"
"-9.20","4.36"
"-9.00","4.13"
"-8.80","4.11"
"-8.60","3.92"
"-8.40","3.92"
"-8.20","3.32"
"-8.00","3.25"
"-7.80","3.05"
"-7.60","2.78"
"-7.40","2.78"
"-7.20","2.58"
"-7.00","2.26"
"-6.80","2.13"
"-6.60","1.73"
"-6.40","1.73"
"-6.20","1.98"
"-6.00","1.60"
"-5.80","1.57"
"-5.60","1.32"
"-5.40","1.32"
"-5.20","1.14"
"-5.00","1.06"
"-4.80","0.79"
"-4.60","0.82"
"-4.40","0.82"
"-4.20","0.52"
"-4.00","0.45"
"-3.80","0.29"
"-3.60","0.22"
"-3.40","0.22"
"-3.20","0.19"
"-3.00","0.12"
"-2.80","0.19"
"-2.60","0.14"
"-2.40","0.14"
"-2.20","0.14"
"-2.00","0.16"
"-1.80","0.17"
"-1.60","0.11"
"-1.40","0.11"
"-1.20","0.11"
"-1.00","0.14"
"-0.80","0.11"
"-0.60","0.11"
"-0.40","0.11"
"-0.20","0.24"
"0.00","0.10"
"0.20","0.26"
